Timestamp,Acce_x,Acce_y,Acce_z,Gyro_x,Gyro_y,Gyro_z,handGrip,Label
2025-04-03 22:47:52.974792,3.86,0.76,-8.78,0.05,0.1,0.01,ClosedGrip,WristCurl
2025-04-03 22:47:53.030063,3.28,0.74,-8.57,0.08,0.06,0.0,ClosedGrip,WristCurl
2025-04-03 22:47:53.043905,3.35,0.7,-8.53,0.08,0.09,-0.1,ClosedGrip,WristCurl
2025-04-03 22:47:53.066804,4.15,0.8,-8.65,0.08,0.03,-0.08,ClosedGrip,WristCurl
2025-04-03 22:47:53.097547,3.16,0.76,-8.12,0.05,0.07,-0.01,ClosedGrip,WristCurl
2025-04-03 22:47:53.131877,3.56,0.79,-8.38,0.02,-0.0,-0.11,ClosedGrip,WristCurl
2025-04-03 22:47:53.162553,4.0,0.79,-8.82,-0.01,0.22,-0.03,ClosedGrip,WristCurl
2025-04-03 22:47:53.193695,3.8,0.57,-8.84,0.06,0.19,-0.11,ClosedGrip,WristCurl
2025-04-03 22:47:53.220970,4.02,0.61,-9.02,0.11,0.19,-0.12,ClosedGrip,WristCurl
2025-04-03 22:47:53.251209,3.84,0.82,-8.45,0.15,0.02,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:53.281876,3.93,0.5,-8.64,0.16,-0.09,-0.09,ClosedGrip,WristCurl
2025-04-03 22:47:53.313155,3.94,0.63,-8.68,0.14,-0.04,-0.09,ClosedGrip,WristCurl
2025-04-03 22:47:53.343563,4.02,0.67,-8.41,0.12,-0.04,-0.11,ClosedGrip,WristCurl
2025-04-03 22:47:53.374432,4.03,0.74,-8.42,0.04,0.17,-0.06,ClosedGrip,WristCurl
2025-04-03 22:47:53.405400,3.63,0.59,-8.44,0.03,0.13,-0.03,ClosedGrip,WristCurl
2025-04-03 22:47:53.439516,4.15,0.66,-8.93,0.07,0.08,-0.0,ClosedGrip,WristCurl
2025-04-03 22:47:53.466822,3.9,0.69,-8.82,0.08,0.07,-0.04,ClosedGrip,WristCurl
2025-04-03 22:47:53.501538,4.12,0.02,-8.1,0.15,0.22,-0.08,ClosedGrip,WristCurl
